#Zatsarinny     Chilton          Chutjian
13.371 2.7523   19.909 32.064    20.000 14.725
13.556 6.0550   39.909 18.853    30.052 12.798
13.743 8.8073   99.647 9.9083    50.167 13.073
13.997 13.624   0.0    0.0       99.647 5.7798
14.191 11.422   0.0    0.0       0.0    0.0
14.453 10.046   0.0    0.0       0.0    0.0
14.992 9.3578   0.0    0.0       0.0    0.0
16.130 11.284   0.0    0.0       0.0    0.0
17.920 12.661   0.0    0.0       0.0    0.0
20.184 13.349   0.0    0.0       0.0    0.0
23.581 14.174   0.0    0.0       0.0    0.0
27.676 14.450   0.0    0.0       0.0    0.0
30.328 14.587   0.0    0.0       0.0    0.0
36.419 13.899   0.0    0.0       0.0    0.0
41.207 13.211   0.0    0.0       0.0    0.0
49.710 11.835   0.0    0.0       0.0    0.0
59.149 11.147   0.0    0.0       0.0    0.0
75.726 9.7706   0.0    0.0       0.0    0.0
88.068 8.8073   0.0    0.0       0.0    0.0
100.56 7.9817   0.0    0.0       0.0    0.0
