#Zatsarinny     Chilton          Chutjian
13.310 3.8612   19.914 53.757   20.000 12.692
13.660 7.5071   40.000 25.809   30.053 17.644
14.452 8.6385   100.21 16.533   49.890 14.822
15.289 9.7700   0.0    0.0      99.780 6.2673
15.897 12.501   0.0    0.0      0.0    0.0
17.715 14.308   0.0    0.0      0.0    0.0
19.914 15.886   0.0    0.0      0.0    0.0
22.384 16.323   0.0    0.0      0.0    0.0
24.730 16.307   0.0    0.0      0.0    0.0
27.321 16.290   0.0    0.0      0.0    0.0
29.794 15.820   0.0    0.0      0.0    0.0
32.631 15.120   0.0    0.0      0.0    0.0
35.894 14.192   0.0    0.0      0.0    0.0
39.655 13.263   0.0    0.0      0.0    0.0
44.575 12.560   0.0    0.0      0.0    0.0
49.890 11.629   0.0    0.0      0.0    0.0
55.597 10.926   0.0    0.0      0.0    0.0
63.588 10.220   0.0    0.0      0.0    0.0
73.679 9.2830   0.0    0.0      0.0    0.0
85.742 7.8893   0.0    0.0      0.0    0.0
101.09 6.9496   0.0    0.0      0.0    0.0
