#Zatsarinny     Chilton          Chutjian
13.434 0.6630   20.000 13.971   19.826 5.6816
13.851 3.4935   40.088 9.0044   29.906 4.6484
14.790 4.6808   99.989 6.8768   50.104 2.1071
15.862 5.2762   0.0    0.0      99.552 1.0871
17.237 5.5433   0.0    0.0      0.0    0.0
18.730 5.7446   0.0    0.0      0.0    0.0
20.000 5.7478   0.0    0.0      0.0    0.0
22.116 5.4894   0.0    0.0      0.0    0.0
24.138 5.0988   0.0    0.0      0.0    0.0
26.229 4.6422   0.0    0.0      0.0    0.0
28.502 4.1198   0.0    0.0      0.0    0.0
31.794 3.4013   0.0    0.0      0.0    0.0
35.005 2.8138   0.0    0.0      0.0    0.0
38.879 2.3583   0.0    0.0      0.0    0.0
44.136 1.7722   0.0    0.0      0.0    0.0
50.104 1.3177   0.0    0.0      0.0    0.0
55.648 1.0595   0.0    0.0      0.0    0.0
59.943 0.9972   0.0    0.0      0.0    0.0
64.852 0.9351   0.0    0.0      0.0    0.0
69.858 0.7413   0.0    0.0      0.0    0.0
79.651 0.6159   0.0    0.0      0.0    0.0
90.026 0.4902   0.0    0.0      0.0    0.0
99.552 0.4291   0.0    0.0      0.0    0.0
20.000 13.971   0.0    0.0      0.0    0.0
40.088 9.0044   0.0    0.0      0.0    0.0
99.989 6.8768   0.0    0.0      0.0    0.0
19.826 5.6816   0.0    0.0      0.0    0.0
29.906 4.6484   0.0    0.0      0.0    0.0
50.104 2.1071   0.0    0.0      0.0    0.0
99.552 1.0871   0.0    0.0      0.0    0.0
