#Zats            Khakoo          Filopivic       Chutjian

11.786 1.0000    13.884 4.8696   19.796 5.3087   15.910 4.2130
12.328 1.9565    14.806 8.8261   39.993 1.7870   19.987 3.1696
12.868 3.0435    17.311 7.4348   0.0    0.0      29.958 1.6565
13.227 1.8696    19.878 6.5652   0.0    0.0      49.964 0.3521
13.490 3.0435    29.886 1.9348   0.0    0.0      0.0    0.0
13.986 2.0435    49.881 0.3000   0.0    0.0      0.0    0.0
14.187 2.5652    0.0    0.0      0.0    0.0      0.0    0.0
15.153 2.7609    0.0    0.0      0.0    0.0      0.0    0.0
16.740 2.9565    0.0    0.0      0.0    0.0      0.0    0.0
18.745 2.9565    0.0    0.0      0.0    0.0      0.0    0.0
20.406 2.7826    0.0    0.0      0.0    0.0      0.0    0.0
22.414 2.5000    0.0    0.0      0.0    0.0      0.0    0.0
24.630 2.1522    0.0    0.0      0.0    0.0      0.0    0.0
26.360 1.9130    0.0    0.0      0.0    0.0      0.0    0.0
29.060 1.6087    0.0    0.0      0.0    0.0      0.0    0.0
32.036 1.2826    0.0    0.0      0.0    0.0      0.0    0.0
34.112 1.1087    0.0    0.0      0.0    0.0      0.0    0.0
36.325 0.9565    0.0    0.0      0.0    0.0      0.0    0.0
38.055 0.8043    0.0    0.0      0.0    0.0      0.0    0.0
40.269 0.6739    0.0    0.0      0.0    0.0      0.0    0.0
