#Zatsarinny     Chilton          Chutjian
13.213 2.2519    19.911 52.597   20.000 24.866
14.189 5.7683    39.911 5.8324   30.005 12.943
15.513 8.2731    99.973 2.6402   50.098 2.7658
17.111 10.776    0.0    0.0      99.751 0.13254
18.958 13.027    0.0    0.0      0.0    0.0
20.912 13.513    0.0    0.0      0.0    0.0
22.862 13.245    0.0    0.0      0.0    0.0
25.105 12.471    0.0    0.0      0.0    0.0
27.324 10.943    0.0    0.0      0.0    0.0
29.872 9.1624    0.0    0.0      0.0    0.0
32.512 7.6344    0.0    0.0      0.0    0.0
35.228 6.1072    0.0    0.0      0.0    0.0
38.685 4.5775    0.0    0.0      0.0    0.0
42.481 3.3000    0.0    0.0      0.0    0.0
46.650 2.2746    0.0    0.0      0.0    0.0
49.875 1.7582    0.0    0.0      0.0    0.0
55.014 1.2362    0.0    0.0      0.0    0.0
62.886 0.4555    0.0    0.0      0.0    0.0
74.493 0.4247    0.0    0.0      0.0    0.0
85.532 0.1475    0.0    0.0      0.0    0.0
99.751 0.1325    0.0    0.0      0.0    0.0
