## NTRMN  = 162
## NTRANS = 218
-1.196487247943878174e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.923987835645675659e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.883103936910629272e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.842219665646553040e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.801335394382476807e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.760451123118400574e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.321236208081245422e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.362120479345321655e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.403004378080368042e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.048477292060852051e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.252557635307312012e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.456646025180816650e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.660734415054321289e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.068911343812942505e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.272991687059402466e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.477080076932907104e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.681168317794799805e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.885257005691528320e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.089345395565032959e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.293433785438537598e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.905690908432006836e-01 5.340454711914062500e+02 0.000000000000000000e+00 5.340454711914062500e+02
4.109779298305511475e-01 6.226838378906250000e+02 0.000000000000000000e+00 6.226838378906250000e+02
4.313867688179016113e-01 6.725803833007812500e+02 0.000000000000000000e+00 6.725803833007812500e+02
4.517956078052520752e-01 7.020729980468750000e+02 0.000000000000000000e+00 7.020729980468750000e+02
4.722036421298980713e-01 7.138085327148437500e+02 0.000000000000000000e+00 7.138085327148437500e+02
4.926124811172485352e-01 7.119354248046875000e+02 0.000000000000000000e+00 7.119354248046875000e+02
5.130213499069213867e-01 7.022786254882812500e+02 0.000000000000000000e+00 7.022786254882812500e+02
5.334301590919494629e-01 6.893218383789062500e+02 0.000000000000000000e+00 6.893218383789062500e+02
5.538390278816223145e-01 6.742942504882812500e+02 0.000000000000000000e+00 6.742942504882812500e+02
5.742470622062683105e-01 6.582514038085937500e+02 0.000000000000000000e+00 6.582514038085937500e+02
5.946558713912963867e-01 6.416984863281250000e+02 0.000000000000000000e+00 6.416984863281250000e+02
6.150647401809692383e-01 6.246872558593750000e+02 0.000000000000000000e+00 6.246872558593750000e+02
6.354735493659973145e-01 6.080151977539062500e+02 0.000000000000000000e+00 6.080151977539062500e+02
6.558824181556701660e-01 5.916507568359375000e+02 0.000000000000000000e+00 5.916507568359375000e+02
6.762912869453430176e-01 5.755661010742187500e+02 0.000000000000000000e+00 5.755661010742187500e+02
6.966992616653442383e-01 5.600807495117187500e+02 0.000000000000000000e+00 5.600807495117187500e+02
7.171081304550170898e-01 5.454761962890625000e+02 0.000000000000000000e+00 5.454761962890625000e+02
7.375169992446899414e-01 5.313553466796875000e+02 0.000000000000000000e+00 5.313553466796875000e+02
7.579258084297180176e-01 5.179949951171875000e+02 0.000000000000000000e+00 5.179949951171875000e+02
7.783346772193908691e-01 5.056428222656250000e+02 0.000000000000000000e+00 5.056428222656250000e+02
7.987434864044189453e-01 4.942215881347656250e+02 0.000000000000000000e+00 4.942215881347656250e+02
8.191515207290649414e-01 4.839544372558593750e+02 0.000000000000000000e+00 4.839544372558593750e+02
8.395603895187377930e-01 4.747562255859375000e+02 0.000000000000000000e+00 4.747562255859375000e+02
8.599691987037658691e-01 4.665514221191406250e+02 0.000000000000000000e+00 4.665514221191406250e+02
8.803780674934387207e-01 4.589988708496093750e+02 0.000000000000000000e+00 4.589988708496093750e+02
9.007868766784667969e-01 4.525858459472656250e+02 0.000000000000000000e+00 4.525858459472656250e+02
9.211949110031127930e-01 4.467172851562500000e+02 0.000000000000000000e+00 4.467172851562500000e+02
9.416037797927856445e-01 4.416111450195312500e+02 0.000000000000000000e+00 4.416111450195312500e+02
9.620125889778137207e-01 4.372193603515625000e+02 0.000000000000000000e+00 4.372193603515625000e+02
9.824214577674865723e-01 4.332537231445312500e+02 0.000000000000000000e+00 4.332537231445312500e+02
1.002830266952514648e+00 4.299269714355468750e+02 0.000000000000000000e+00 4.299269714355468750e+02
1.023239135742187500e+00 4.274347534179687500e+02 0.000000000000000000e+00 4.274347534179687500e+02
1.043647170066833496e+00 4.250403137207031250e+02 0.000000000000000000e+00 4.250403137207031250e+02
1.064056038856506348e+00 4.231873779296875000e+02 0.000000000000000000e+00 4.231873779296875000e+02
1.084464907646179199e+00 4.211834411621093750e+02 0.000000000000000000e+00 4.211834411621093750e+02
1.104873657226562500e+00 4.192535400390625000e+02 0.000000000000000000e+00 4.192535400390625000e+02
1.125282526016235352e+00 4.169681701660156250e+02 0.000000000000000000e+00 4.169681701660156250e+02
1.145691394805908203e+00 4.141373596191406250e+02 0.000000000000000000e+00 4.141373596191406250e+02
1.166099429130554199e+00 4.099688415527343750e+02 0.000000000000000000e+00 4.099688415527343750e+02
1.186508297920227051e+00 4.186544799804687500e+02 0.000000000000000000e+00 4.186544799804687500e+02
1.206917047500610352e+00 4.111783752441406250e+02 0.000000000000000000e+00 4.111783752441406250e+02
1.227325916290283203e+00 4.043410034179687500e+02 0.000000000000000000e+00 4.043410034179687500e+02
1.247734785079956055e+00 4.646866760253906250e+02 0.000000000000000000e+00 4.646866760253906250e+02
1.268142819404602051e+00 4.037857666015625000e+02 0.000000000000000000e+00 4.037857666015625000e+02
1.288551688194274902e+00 4.048216857910156250e+02 0.000000000000000000e+00 4.048216857910156250e+02
1.308960556983947754e+00 3.963152465820312500e+02 0.000000000000000000e+00 3.963152465820312500e+02
1.329369306564331055e+00 3.516940307617187500e+02 0.000000000000000000e+00 3.516940307617187500e+02
1.349778175354003906e+00 3.742212219238281250e+02 0.000000000000000000e+00 3.742212219238281250e+02
1.411003947257995605e+00 3.981239318847656250e+02 0.000000000000000000e+00 3.981239318847656250e+02
1.431412696838378906e+00 3.826619262695312500e+02 0.000000000000000000e+00 3.826619262695312500e+02
