0.588633   0.164479   
0.694750   0.170528   
0.791035   0.0301122   
1.01292   0.0422051   
1.19629   0.115347   
1.28349   0.420447   
1.50517   0.273865   
1.58325   0.987864   
1.69030   1.72626   
1.79769   2.73928   
1.89620   4.35040   
1.98443   5.46108   
2.11010   5.67462   
2.20615   5.34501   
2.30302   5.66842   
2.40882   5.42425   
2.62085   5.27767   
2.68874   5.56447   
2.80503   5.98551   
2.88184   5.69864   
2.99785   5.89997   
3.08494   6.11353   
3.16215   6.14401   
3.30691   6.19886   
3.38380   5.97301   
3.47044   5.83870   
3.57635   5.67998   
3.70184   5.74704   
3.78844   5.57612   
3.90438   5.72253   
3.98195   6.03984   
4.48315   5.71613   
5.00328   5.11168   
5.49626   5.91091   
5.99674   5.02573   
6.51788   5.21466   
7.00930   4.78721   
7.98350   4.73179   
9.00568   4.46884   
9.99929   4.49885   
11.0024   4.43121   
