1.18779   0.100648
1.53594   0.655318
1.68927   1.92955
1.79258   3.90451
1.88994   7.20853
2.00337   12.1468
2.11679   17.0671
2.19201   19.9402
2.28684   20.6401
2.41655   19.9748
2.55400   19.8303
2.62665   20.0633
2.72157   20.8530
2.81604   21.1937
2.93972   21.7677
3.02700   22.1622
3.09969   22.4312
3.19406   22.6641
3.31721   22.6993
3.38984   22.9144
3.47700   23.1833
3.59296   23.2724
3.71632   23.5231
3.86875   23.8813
4.02115   24.2037
4.14456   24.5083
4.27488   24.4716
4.42722   24.7401
4.57946   24.9008
4.78225   24.9176
4.90545   25.0066
5.14445   25.0231
5.35452   25.0758
5.52095   24.9311
5.62977   25.1280
6.12212   25.0173
6.62902   24.9783
7.12835   24.5982
7.62058   24.3618
8.13476   24.3587
8.62737   24.5174
9.13366   23.8498
9.62585   23.5775
10.1395   22.9817
11.1311   22.4729
