0.594176   0.173403   
0.688356   0.191632   
0.796680   0.0314187   
0.985016   0.0541509   
1.18068   0.122629   
1.29713   0.424502   
1.50689   0.287087   
1.59514   0.991596   
1.69071   1.74185   
1.80853   2.75745   
1.89847   4.34954   
1.98747   5.44751   
2.10381   5.68991   
2.19732   5.35585   
2.29209   5.68519   
2.39301   5.43805   
2.49436   5.41967   
2.60999   5.29148   
2.68295   5.57509   
2.78514   5.99592   
2.90770   5.70302   
3.00222   5.89968   
3.08957   6.13295   
3.19102   6.16490   
3.31419   6.19683   
3.40073   6.00461   
3.49457   5.84440   
3.61021   5.72078   
3.69719   5.76190   
3.78377   5.59255   
3.89994   5.74801   
4.00912   6.03617   
4.49373   5.72011   
4.99955   5.13410   
5.50074   5.91608   
5.99876   5.03726   
6.51331   5.22903   
7.01219   4.80316   
8.00424   4.74750   
9.01762   4.48594   
10.0026   4.51264   
11.0091   4.44325   
11.9940   4.44707   
