0.665405   0.00773932   
1.08989   0.0165536   
1.18584   0.00662796   
1.27344   0.0259210   
1.38873   0.0175581   
1.51355   0.00658521   
1.58390   0.0712719   
1.70253   0.138039   
1.80166   0.199592   
1.89504   0.348798   
2.00513   0.440088   
2.10280   0.468771   
2.20931   0.479714   
2.30636   0.494831   
2.42135   0.479686   
2.51762   0.477065   
2.62290   0.460355   
2.70907   0.447300   
2.80432   0.421723   
2.92019   0.426403   
3.01622   0.418565   
3.09184   0.385163   
3.21749   0.392973   
3.30398   0.387223   
3.40906   0.365818   
3.51508   0.365804   
3.61070   0.348574   
3.67784   0.341261   
3.80279   0.333418   
4.01296   0.291130   
4.10140   0.329205   
4.21627   0.311451   
4.30186   0.285353   
4.41747   0.284294   
4.53221   0.263410   
4.60918   0.260269   
4.72493   0.262341   
5.21501   0.228886   
5.69473   0.179258   
6.21460   0.165625   
6.71476   0.142081   
7.73516   0.113252   
8.71847   0.117298   
9.71087   0.108821   
10.7029   0.0914739   
