0.858147   0.0795742
0.973505   0.158337
1.10329   0.224010
1.20424   0.250332
1.28355   0.329056
1.41333   0.407835
1.49251   0.827318
1.59331   1.33857
1.69397   2.24300
1.79446   3.67169
1.89482   5.49355
1.98794   7.40715
2.08108   9.24212
2.18151   10.8543
2.27483   12.1388
2.37549   13.0694
2.46906   13.6069
2.68527   14.0265
2.77174   14.2232
2.87262   14.4723
2.97350   14.7215
3.06715   15.0099
3.12478   15.1935
3.25455   15.3116
3.37709   15.4821
3.48519   15.7181
3.58607   15.9541
3.66531   16.2163
3.75182   16.2951
3.87437   16.4394
4.16987   16.9639
4.26351   17.3048
4.77544   17.5675
5.27295   17.8170
5.77766   18.1190
6.28960   18.3686
6.78713   18.5526
7.27751   18.5663
8.27992   18.5674
9.28235   18.4767
10.2848   18.4909
11.2800   18.4134
