 15     1.7000e+01
  0     1.5000e+01
 17     2.2482e-05
 15     2.4000e+01
  0     1.5000e+01
 24     4.4135e-03
 15     2.5000e+01
  0     1.5000e+01
 25     1.3683e-03
 15     3.0000e+01
  0     1.5000e+01
 30     1.2967e-01
 15     3.1000e+01
  0     1.5000e+01
 31     9.2081e-03
 15     3.2000e+01
  0     1.5000e+01
 32     2.9623e-04
 15     3.2000e+01
  0     1.5000e+01
 32     3.5996e-09
 15     3.2000e+01
  0     1.5000e+01
 32     3.7983e-06
 15     3.2000e+01
  0     1.5000e+01
 32     4.9251e-07
 15     3.2000e+01
  0     1.5000e+01
 32     1.8197e-04
 15     3.2000e+01
  0     1.5000e+01
 32     8.1558e-07
 15     3.2000e+01
  0     1.5000e+01
 32     8.8916e-07
 15     3.4000e+01
  0     1.5000e+01
 34     1.4515e-03
 15     3.4000e+01
  0     1.5000e+01
 34     2.7019e-06
 15     3.4000e+01
  0     1.5000e+01
 34     1.7081e-08
 15     3.4000e+01
  0     1.5000e+01
 34     3.0556e-08
 15     3.4000e+01
  0     1.5000e+01
 34     1.3173e-07
 15     3.4000e+01
  0     1.5000e+01
 34     1.7340e-08
 15     3.4000e+01
  0     1.5000e+01
 34     1.0541e-07
 15     3.5000e+01
  0     1.5000e+01
 35     1.3065e-03
 15     3.5000e+01
  0     1.5000e+01
 35     3.5577e-07
 15     3.5000e+01
  0     1.5000e+01
 35     4.5408e-07
 15     3.5000e+01
  0     1.5000e+01
 35     5.8878e-08
 15     3.5000e+01
  0     1.5000e+01
 35     1.4618e-05
 15     3.5000e+01
  0     1.5000e+01
 35     8.0609e-05
 15     3.5000e+01
  0     1.5000e+01
 35     4.9056e-07
 15     3.6000e+01
  0     1.5000e+01
 36     2.2562e-04
 15     3.6000e+01
  0     1.5000e+01
 36     6.6702e-09
 15     3.6000e+01
  0     1.5000e+01
 36     7.3211e-07
 15     3.6000e+01
  0     1.5000e+01
 36     6.6701e-09
 15     3.6000e+01
  0     1.5000e+01
 36     9.4929e-08
 15     3.6000e+01
  0     1.5000e+01
 36     7.6109e-05
 15     3.6000e+01
  0     1.5000e+01
 36     1.5113e-06
 15     3.6000e+01
  0     1.5000e+01
 36     3.4790e-07
 15     3.7000e+01
  0     1.5000e+01
 37     1.4786e-03
 15     3.7000e+01
  0     1.5000e+01
 37     3.6434e-07
 15     3.7000e+01
  0     1.5000e+01
 37     6.4588e-06
 15     3.7000e+01
  0     1.5000e+01
 37     8.3748e-07
 15     3.7000e+01
  0     1.5000e+01
 37     3.9306e-06
 15     3.7000e+01
  0     1.5000e+01
 37     8.2551e-05
 15     3.7000e+01
  0     1.5000e+01
 37     9.0649e-07
 15     3.9000e+01
  0     1.5000e+01
 39     1.4773e-02
 15     3.9000e+01
  0     1.5000e+01
 39     2.4164e-10
 15     4.1000e+01
  0     1.5000e+01
 41     7.1674e-10
 15     4.1000e+01
  0     1.5000e+01
 41     3.7090e-10
 15     4.1000e+01
  0     1.5000e+01
 41     7.4503e-10
 15     4.2000e+01
  0     1.5000e+01
 42     8.5921e-10
 15     4.2000e+01
  0     1.5000e+01
 42     1.0060e-08
 15     4.2000e+01
  0     1.5000e+01
 42     3.5795e-09
 15     4.3000e+01
  0     1.5000e+01
 43     1.0385e-06
 15     4.3000e+01
  0     1.5000e+01
 43     1.0034e-09
 15     4.3000e+01
  0     1.5000e+01
 43     4.2607e-04
 15     4.3000e+01
  0     1.5000e+01
 43     1.3438e-07
 15     4.3000e+01
  0     1.5000e+01
 43     5.5247e-05
 15     4.3000e+01
  0     1.5000e+01
 43     1.1481e-02
 15     4.3000e+01
  0     1.5000e+01
 43     2.2736e-07
 15     4.3000e+01
  0     1.5000e+01
 43     4.2130e-08
 15     4.4000e+01
  0     1.5000e+01
 44     1.3909e-05
 15     4.4000e+01
  0     1.5000e+01
 44     3.2207e-09
 15     4.4000e+01
  0     1.5000e+01
 44     2.8115e-04
 15     4.4000e+01
  0     1.5000e+01
 44     3.0586e-07
 15     4.4000e+01
  0     1.5000e+01
 44     9.3039e-08
 15     4.4000e+01
  0     1.5000e+01
 44     3.6455e-05
 15     4.4000e+01
  0     1.5000e+01
 44     4.3243e-02
 15     4.4000e+01
  0     1.5000e+01
 44     7.2974e-07
 15     4.4000e+01
  0     1.5000e+01
 44     3.7121e-07
 15     4.5000e+01
  0     1.5000e+01
 45     2.2820e-06
 15     4.5000e+01
  0     1.5000e+01
 45     3.9781e-09
 15     4.5000e+01
  0     1.5000e+01
 45     7.4964e-04
 15     4.5000e+01
  0     1.5000e+01
 45     1.2578e-09
 15     4.5000e+01
  0     1.5000e+01
 45     9.7203e-05
 15     4.5000e+01
  0     1.5000e+01
 45     1.8937e-02
 15     4.5000e+01
  0     1.5000e+01
 45     9.0134e-07
 15     4.5000e+01
  0     1.5000e+01
 45     8.2994e-08
 15     4.6000e+01
  0     1.5000e+01
 46     2.4720e-10
 15     4.6000e+01
  0     1.5000e+01
 46     6.2332e-09
 15     4.6000e+01
  0     1.5000e+01
 46     1.3514e-10
 15     4.6000e+01
  0     1.5000e+01
 46     3.0333e-10
 15     4.6000e+01
  0     1.5000e+01
 46     4.8857e-09
 15     4.7000e+01
  0     1.5000e+01
 47     5.8015e-06
 15     4.7000e+01
  0     1.5000e+01
 47     1.3240e-09
 15     4.7000e+01
  0     1.5000e+01
 47     7.9475e-05
 15     4.7000e+01
  0     1.5000e+01
 47     7.2326e-06
 15     4.7000e+01
  0     1.5000e+01
 47     1.0305e-05
 15     4.7000e+01
  0     1.5000e+01
 47     5.2484e-02
 15     4.7000e+01
  0     1.5000e+01
 47     2.9999e-07
 15     4.7000e+01
  0     1.5000e+01
 47     5.1857e-07
 15     4.8000e+01
  0     1.5000e+01
 48     1.9435e-09
 15     4.8000e+01
  0     1.5000e+01
 48     3.9247e-09
 15     4.8000e+01
  0     1.5000e+01
 48     3.7173e-09
 15     4.8000e+01
  0     1.5000e+01
 48     4.3867e-09
 15     4.9000e+01
  0     1.5000e+01
 49     7.9324e-04
 15     4.9000e+01
  0     1.5000e+01
 49     1.2043e-10
 15     5.0000e+01
  0     1.5000e+01
 50     3.5002e-05
 15     5.0000e+01
  0     1.5000e+01
 50     2.2666e-07
 15     5.0000e+01
  0     1.5000e+01
 50     1.1483e-04
 15     5.0000e+01
  0     1.5000e+01
 50     1.8244e-04
 15     5.0000e+01
  0     1.5000e+01
 50     1.5415e-09
 15     5.0000e+01
  0     1.5000e+01
 50     1.4890e-05
 15     5.0000e+01
  0     1.5000e+01
 50     1.3580e-03
 15     5.0000e+01
  0     1.5000e+01
 50     5.1357e-05
 15     5.0000e+01
  0     1.5000e+01
 50     8.4658e-06
 15     5.1000e+01
  0     1.5000e+01
 51     6.9335e-07
 15     5.1000e+01
  0     1.5000e+01
 51     1.4518e-06
 15     5.1000e+01
  0     1.5000e+01
 51     3.1157e-04
 15     5.1000e+01
  0     1.5000e+01
 51     1.8416e-04
 15     5.1000e+01
  0     1.5000e+01
 51     1.8699e-07
 15     5.1000e+01
  0     1.5000e+01
 51     1.2058e-08
 15     5.1000e+01
  0     1.5000e+01
 51     4.0399e-05
 15     5.1000e+01
  0     1.5000e+01
 51     2.0535e-03
 15     5.1000e+01
  0     1.5000e+01
 51     3.2895e-04
 15     5.1000e+01
  0     1.5000e+01
 51     9.4518e-06
 15     5.5000e+01
  0     1.5000e+01
 55     6.7924e-05
 15     5.5000e+01
  0     1.5000e+01
 55     3.1142e-06
 15     5.5000e+01
  0     1.5000e+01
 55     1.1996e-06
 15     5.5000e+01
  0     1.5000e+01
 55     8.8548e-05
 15     5.5000e+01
  0     1.5000e+01
 55     1.6537e-07
 15     5.5000e+01
  0     1.5000e+01
 55     5.9433e-08
 15     5.5000e+01
  0     1.5000e+01
 55     1.5554e-07
 15     5.5000e+01
  0     1.5000e+01
 55     1.8905e-04
 15     5.5000e+01
  0     1.5000e+01
 55     7.0561e-04
 15     5.5000e+01
  0     1.5000e+01
 55     3.0503e-06
