#Direct            Cascade

10.790  0.2891      10.094  0.2888
12.887  1.3429      14.269  0.2100
13.619  5.4729      14.314  5.3113
14.334  7.6595      14.680  7.4168
15.774  13.166      16.116  12.519
16.572  24.908      16.562  23.774
19.031  27.500      17.645  28.228
20.062  25.962      21.120  27.582
23.160  22.077      24.592  26.693
28.014  19.894      28.398  24.023
32.168  17.386      31.172  22.891
37.701  13.340      37.785  22.976
42.570  12.938      44.746  22.980
47.443  13.022      51.355  22.659
57.519  11.084      57.969  22.744
