#Direct            Cascade

11.032  0.2352     10.688  0.1550
11.369  1.4409     14.482  0.0726
13.434  2.0024     15.124  6.9855
13.738  7.8705     14.747  11.568
14.743  12.130     16.411  20.329
15.714  21.374     0.0      0.0
16.691  29.734     21.548  25.471
18.773  27.803     26.375  25.549
20.814  31.822     29.853  21.286
25.670  27.719     38.149  18.308
27.759  24.905     0.0     0.0
32.615  20.722     47.825  15.328
37.462  17.906     57.836  13.635
42.304  15.894     0.0     0.0
47.481  15.167     0.0     0.0
57.494  13.313     0.0     0.0
