#Direct          Cascade

12.209  2.2468   11.805  0.0000
13.648  12.889   14.697  0.0000
13.900  20.018   15.053  19.539
15.333  29.900   15.526  29.900
16.296  52.903   15.333  29.995
18.836  56.792   17.453  52.899
19.173  50.897   18.469  58.980
20.493  47.280   20.315  72.187
22.352  38.908   23.322  62.671
24.842  36.714   24.636  58.294
25.747  29.581   28.000  45.354
27.440  24.442   29.892  40.880
32.380  15.394   34.437  30.788
37.528  8.1526   38.637  25.546
42.339  6.7108   43.231  21.253
47.544  6.3135   48.210  16.863
57.179  5.1411   57.437  12.935
